mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logit__C,param_logit__max_iter,param_logit__penalty,param_logit__solver,params,split0_test_auc,split1_test_auc,split2_test_auc,split3_test_auc,split4_test_auc,mean_test_auc,std_test_auc,rank_test_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc
0.002279329299926758,0.0002837295049093764,0.0019840717315673826,0.00015190466269112158,0.1,200,l2,lbfgs,"{'logit__C': 0.1, 'logit__max_iter': 200, 'logit__penalty': 'l2', 'logit__solver': 'lbfgs'}",0.52600280184121,0.4801178203240059,0.5382952973720608,0.48407606496734296,0.5032132001736865,0.5063410369356613,0.0228071444431769,4,0.6309696092619392,0.5913312693498453,0.7019354838709677,0.6827956989247311,0.679144385026738,0.6572352892868443,0.040409593425032045,1,0.5179584120982986,0.500945179584121,0.5633270321361059,0.553875236294896,0.5463137996219282,0.53648393194707,0.02334880552989719,1
0.0027013778686523437,0.0004965745992805335,0.001909637451171875,0.00016279066942112338,0.5,200,l2,lbfgs,"{'logit__C': 0.5, 'logit__max_iter': 200, 'logit__penalty': 'l2', 'logit__solver': 'lbfgs'}",0.5244732252623152,0.4841751133443068,0.5332670585523283,0.48391711461765213,0.5048053263858734,0.5061275676324952,0.02024884152524334,5,0.6132930513595166,0.5363321799307958,0.6852589641434262,0.6703146374829001,0.6825396825396826,0.6375477030912643,0.056933619056890976,2,0.5160680529300568,0.4933837429111531,0.5519848771266541,0.5444234404536862,0.5463137996219282,0.5304347826086957,0.022322252429679418,5
0.00296630859375,0.00045578939652850335,0.0018541336059570313,3.830976321814646e-05,1.0,200,l2,lbfgs,"{'logit__C': 1.0, 'logit__max_iter': 200, 'logit__penalty': 'l2', 'logit__solver': 'lbfgs'}",0.5244589301541013,0.4857778162811516,0.5322008990318119,0.4845529160164152,0.5058763931104356,0.5065733909187831,0.019465378142750896,3,0.6134969325153374,0.5168141592920354,0.692722371967655,0.6730506155950753,0.6875816993464052,0.6367331557433017,0.06627188301208572,3,0.5236294896030246,0.4839319470699433,0.5689981096408318,0.5482041587901701,0.5482041587901701,0.5345935727788279,0.02912380366362307,2
0.0029949188232421876,0.0005086209783672829,0.0018370628356933593,0.00010091190216264233,2.0,200,l2,lbfgs,"{'logit__C': 2.0, 'logit__max_iter': 200, 'logit__penalty': 'l2', 'logit__solver': 'lbfgs'}",0.5240300769076822,0.4883190389557885,0.5321864914707238,0.4839893647766025,0.5058474453611231,0.5068744834943841,0.018995263205524228,2,0.6118012422360248,0.5026929982046678,0.6920980926430518,0.6721311475409836,0.6866840731070496,0.6330815107463555,0.0711829752046085,4,0.5274102079395085,0.4763705103969754,0.5727788279773157,0.5463137996219282,0.5463137996219282,0.5338374291115312,0.03216056002742797,3
0.0032285213470458984,0.0006966608929986048,0.0018756389617919922,0.00011209507549970358,5.0,200,l2,lbfgs,"{'logit__C': 5.0, 'logit__max_iter': 200, 'logit__penalty': 'l2', 'logit__solver': 'lbfgs'}",0.5241444377733939,0.48859337549452775,0.5326619409866298,0.48404716490376276,0.511202778983934,0.5081299396284497,0.01912790087686388,1,0.5910543130990416,0.4945054945054945,0.6876712328767123,0.673972602739726,0.6867627785058977,0.6267932843453744,0.07524052942115081,5,0.5160680529300568,0.4782608695652174,0.5689981096408318,0.5500945179584121,0.5482041587901701,0.5323251417769377,0.03193756080445047,4
