date,y,yhat_cv
2019-10-01,-0.012917741288949321,
2019-10-02,0.0,
2019-10-03,0.0,
2019-10-04,0.01734803997990166,
2019-10-07,-0.010369706809921204,
2019-10-08,0.0,
2019-10-09,0.0,
2019-10-10,0.014785327515914173,
2019-10-11,0.0,
2019-10-15,0.0,
2019-10-16,0.0,
2019-10-17,-0.0004912845730881573,
2019-10-18,0.0,
2019-10-21,0.0,
2019-10-22,0.0009774672706715788,
2019-10-23,0.0,
2019-10-24,0.005366309914793792,
2019-10-25,0.0029158621239751387,
2019-10-28,0.0,
2019-10-29,0.0,
2019-10-30,0.003387925106608971,
2019-10-31,0.005781982791258617,
2019-11-01,0.010515034223034446,
2019-11-04,0.0,
2019-11-05,0.004743680855839312,
2019-11-06,0.0,
2019-11-07,0.0,
2019-11-08,0.0,
2019-11-11,0.0033109891585422716,
2019-11-12,0.0,
2019-11-13,0.0,
2019-11-14,0.0,
2019-11-15,0.006579954950079043,
2019-11-18,0.00047033951462772207,
2019-11-19,0.0037408584389504937,
2019-11-20,-0.0023358149399149296,
2019-11-21,0.0,
2019-11-22,0.0,
2019-11-25,0.0046661865605137675,
2019-11-26,0.0,
2019-11-27,0.0,
2019-11-28,0.0,
2019-11-29,0.00417918913319405,
2019-12-02,-0.01589041826907289,
2019-12-03,0.0037619767383680167,
2019-12-04,-0.004703514793828656,
2019-12-05,0.012185275230861338,
2019-12-06,-0.0013991523976322297,
2019-12-09,0.0,
2019-12-10,0.0,
2019-12-11,0.0,
2019-12-12,0.0,
2019-12-13,0.0,
2019-12-16,0.0,
2019-12-17,0.0,
2019-12-18,0.010671022766923586,
2019-12-19,0.007813146575440551,
2019-12-20,0.0,
2019-12-23,0.0009189379180818255,
2019-12-24,0.00045460745429923017,
2019-12-27,-0.01520454276897617,
2019-12-30,-0.004653171945769074,
2019-12-31,0.006045833491304323,
2020-01-02,-0.0009266879868698811,
2020-01-03,-0.003719993106802221,
2020-01-06,0.006037405830034374,
2020-01-07,0.004156024286929966,
2020-01-08,0.005976359152238349,
2020-01-09,-0.0032121944896945226,
2020-01-10,0.003672189715677165,
2020-01-13,0.0032004391549368713,
2020-01-14,-0.0004585250555317676,
2020-01-15,0.005921918834327794,
2020-01-16,0.004530886183108854,
2020-01-17,0.008555206526619936,
2020-01-20,-0.01036329754966608,
2020-01-21,0.0045185940803940915,
2020-01-22,-0.0009011897659076757,
2020-01-23,-0.0054332804327387515,
2020-01-24,-0.010946813286146637,
2020-01-27,0.005946282920627062,
2020-01-28,0.0018204465573184053,
2020-01-29,-0.0031902290124050546,
2020-01-30,-0.011480763084309663,
2020-01-31,0.010568045597807931,
2020-02-03,0.012263167330152255,
2020-02-04,0.00943759279923207,
2020-02-05,0.0035721851588829154,
2020-02-06,-0.006711136299766168,
2020-02-07,0.004924420034179724,
2020-02-10,0.0035658241717053747,
2020-02-11,0.003553154235070976,
2020-02-12,-0.002664785835265096,
2020-02-13,-0.0013350605633633825,
2020-02-14,-0.0008895557455093411,
2020-02-18,0.0031121962106896743,
2020-02-19,-0.0022226404651802716,
2020-02-20,-0.00894029505172318,
2020-02-21,-0.025926390109797744,
2020-02-24,-0.02567140210773903,
2020-02-25,-0.0014203345346758733,
2020-02-26,-0.014788182191707447,
2020-02-27,-0.030244138006787897,
2020-02-28,0.021556169442087533,
2020-03-02,-0.006807187341795256,
2020-03-03,0.02886098334360874,
2020-03-04,-0.028375986704828535,
2020-03-05,-0.01276065907659816,
2020-03-06,-0.06955710103386245,
2020-03-09,0.037423998741148726,
2020-03-10,-0.047004333820386233,
2020-03-11,-0.09648825706872705,
2020-03-12,0.027876510344769595,
2020-03-13,-0.0589771416009008,
2020-03-16,0.04745669903774038,
2020-03-17,-0.05538689701754625,
2020-03-18,0.017599831642462226,
2020-03-19,-0.023742124571777882,
2020-03-20,-0.023692225099763372,
2020-03-23,0.07649314041733053,
2020-03-24,0.03333632503051708,
2020-03-25,0.017373819918129366,
2020-03-26,-0.0396694379571861,
2020-03-27,0.03465376040282592,
2020-03-30,-0.007845056588099596,
2020-03-31,-0.03551673018433108,
2020-04-01,0.019059677398615825,
2020-04-02,-0.020811580575480434,
2020-04-03,0.05952803624267837,
2020-04-06,-0.0038587019294682966,
2020-04-07,0.027248609062565276,
2020-04-08,0.012290360781676423,
2020-04-09,-0.015523404851201624,
2020-04-13,0.024509654968090416,
2020-04-14,-0.015914867802918786,
2020-04-15,0.0037351288377580516,
2020-04-16,0.022650657363322134,
2020-04-17,-0.0041762595295604275,
2020-04-20,-0.023816097998786517,
2020-04-21,0.020676328949323954,
2020-04-22,-0.008431753157937878,
2020-04-23,0.01314031295017491,
2020-04-24,0.012969882218400484,
2020-04-27,0.0005173610603998928,
2020-04-28,0.022412766920421594,
2020-04-29,-0.015741839211026416,
2020-04-30,-0.017027953566896094,
2020-05-01,0.005706547039549922,
2020-05-04,0.0056792828601209275,
2020-05-05,-0.0005168289334554433,
2020-05-06,0.002060607099623691,
2020-05-07,0.0127645649737127,
2020-05-08,0.007075619738370988,
2020-05-11,-0.0167648519962921,
2020-05-12,-0.013405610596030756,
2020-05-13,-0.0010430544883044694,
2020-05-14,0.00776576023838376,
2020-05-15,0.014337692201718965,
2020-05-19,0.01213006693582861,
2020-05-20,-0.0035208838573063607,
2020-05-21,0.00201202276095406,
2020-05-22,0.02090496067989637,
2020-05-25,-0.012887189086312995,
2020-05-26,0.00943405552007856,
2020-05-27,0.001482776500118198,
2020-05-28,0.0,
2020-05-29,-0.0009866363131480166,
2020-06-01,0.006890976046286649,
2020-06-02,0.01751148252681251,
2020-06-03,-0.006775774610066245,
2020-06-04,0.018278862962360733,
2020-06-05,0.0075990000869405475,
2020-06-08,-0.0023679012309074585,
2020-06-09,-0.00904760749492848,
2020-06-10,-0.03903277483606189,
2020-06-11,0.010395160254821666,
2020-06-12,0.003439552341028658,
2020-06-15,0.01413173855115324,
2020-06-16,-0.0009718688068606397,
2020-06-17,0.0014526426697160696,
2020-06-18,-0.0014526426697160483,
2020-06-19,0.0014526426697160696,
2020-06-22,0.006267329884018496,
2020-06-23,-0.025798518209815016,
2020-06-24,0.01078835894209968,
2020-06-25,-0.016968456342373595,
2020-06-26,0.012078637428233082,
2020-06-29,0.004889818914140559,
2020-06-30,0.01164179949650096,
2020-07-02,-0.0009637907929647697,
2020-07-03,0.010560445541980556,
2020-07-06,-0.005268668442340192,
2020-07-07,0.0009634739224167535,
2020-07-08,-0.0009634739224168618,
2020-07-09,0.010032679403635648,
2020-07-10,-0.007635253937449791,
2020-07-13,0.01473898418379528,
2020-07-14,0.004240944043555523,
2020-07-15,-0.0014116505564849753,
2020-07-16,0.005160133874473102,
2020-07-17,0.004207267214163747,
2020-07-20,-0.004207267214163703,
2020-07-21,0.002338008088334252,
2020-07-22,-0.009853767397904138,
2020-07-23,-0.004727963426400873,
2020-07-24,0.006845000740650681,
2020-07-27,-0.004478224825282709,
2020-07-28,0.009876946820602698,
2020-07-29,0.0009395786541727784,
2020-07-30,-0.008455337963742544,
2020-07-31,0.010554569171628466,
2020-08-04,0.005819456498951723,
2020-08-05,0.004629467459010218,
2020-08-06,0.0029981593419558614,
2020-08-07,0.001609974871739631,
2020-08-10,-0.006920188949473874,
2020-08-11,0.010132383439168419,
2020-08-12,-0.004593321745485332,
2020-08-13,0.00046211250287616447,
2020-08-14,0.0025264017713874467,
2020-08-17,-0.0006892160782571166,
2020-08-18,-0.0018371856931301957,
2020-08-19,-0.0009244386524502044,
2020-08-20,-0.0009207112571789917,
2020-08-21,0.011233180233964938,
2020-08-24,0.0004575840097601314,
2020-08-25,0.006582297674910028,
2020-08-26,-0.0031728746066812838,
2020-08-27,0.002268009205559871,
2020-08-28,-0.007731402984355896,
2020-08-31,0.005919212127283687,
2020-09-01,0.01128383908988358,
2020-09-02,-0.02315750914756586,
2020-09-03,-0.010621746171586817,
2020-09-04,-0.008857757647208055,
2020-09-08,0.015797168216035537,
2020-09-09,-0.012524892693517415,
2020-09-10,0.002331462576553152,
2020-09-11,0.01019343011696428,
2020-09-14,0.005976359152238349,
2020-09-15,-0.003673882401443759,
2020-09-16,-0.006458501037724678,
2020-09-17,-0.00464020832495958,
2020-09-18,-0.009345515131818742,
2020-09-21,0.006085437966623339,
2020-09-22,-0.015519116330058286,
2020-09-23,-0.0028494348719184425,
2020-09-24,0.013453759533077484,
2020-09-25,0.013275156116717372,
2020-09-28,-0.0004600789576633348,
2020-09-29,-0.002317412723231972,-0.0005993293361515029
2020-09-30,0.0037062060300776817,0.0038673192359077744
2020-10-01,-0.002083913910634722,0.0030881228377080817
2020-10-02,0.011742731718486532,-0.0001314064914329058
2020-10-05,-0.0068915868277674795,-0.00556718273459059
2020-10-06,0.011917213520055057,-0.0018841850010448999
2020-10-07,0.0031829737918987453,-0.0027704923990321474
2020-10-08,0.0020427910808551723,-0.00016353720568790123
2020-10-09,0.0033909161422614477,0.000693773714036118
2020-10-13,-0.004071382941686203,-0.0008035754654504936
2020-10-14,0.0009056849241293749,0.003277372823715282
2020-10-15,-0.0013610901637495728,0.0003171219515739217
2020-10-16,-0.010486396578106842,-0.000353054007447584
2020-10-19,0.0,0.0020187408568548637
2020-10-20,-0.002299638273036798,-0.001213745430108189
2020-10-21,0.0036705153251469728,-0.00037104654545201546
2020-10-22,0.0036570918982730266,-0.0002097985793898297
2020-10-23,-0.013780159066927207,0.0003301268047302395
2020-10-26,-0.0051025339848140795,0.0035696179924501795
2020-10-27,-0.023040889145867088,0.0017110622549666812
2020-10-28,0.008527440790825494,0.0032719243600418404
2020-10-29,-0.012104092644914298,-0.0054898871772721385
2020-10-30,0.007847107543377866,-0.0036697700873577267
2020-11-02,0.01598001162526998,-0.006503239650189318
2020-11-03,0.01296958606663797,-0.009049602850969753
2020-11-04,0.015523046607884623,-0.00351553247121583
2020-11-05,-0.0009056849241293956,-0.007139282562163892
2020-11-06,0.014406769034416398,-0.0003204505267040739
2020-11-09,0.003570600704174751,-0.005130579078405877
2020-11-10,0.010635938413424712,-0.0032452330586526025
2020-11-11,-0.00707804155173878,-0.001180313889901636
2020-11-12,0.012351709308727934,-9.02798940612807e-05
2020-11-13,0.009165760260198975,0.0005012629520007197
2020-11-16,-0.00043621067507491445,-0.0017883640064126059
2020-11-17,-0.007854028191087102,0.002866112750894633
2020-11-18,0.005241423055156117,0.0030386357921186008
2020-11-19,-0.0004332098752958901,0.004035047895482735
2020-11-20,0.004780892489113511,0.0036941731531189063
2020-11-23,0.009502298986085766,0.0009879877349147892
2020-11-24,-0.0008632331607310192,-0.0002791903457508315
2020-11-25,0.009420945385846934,0.004151289663565053
2020-11-26,0.0017010980836843544,0.001920547281785929
2020-11-27,-0.017594335882887464,0.004055150043615476
2020-11-30,0.009051231098538745,0.005131059449657489
2020-12-01,0.0008567501563028839,-0.0025345251574516348
2020-12-02,-0.0012875336985034022,0.0007203551005004918
2020-12-03,0.0038576385130801244,-0.0022308914873582155
2020-12-04,-0.00042930951962489786,-0.002336661408990127
2020-12-07,0.004695372008044118,0.0018711578314405115
2020-12-08,-0.005550289216090165,-0.00033041018810026296
2020-12-09,-0.0017120301955636952,0.0013411980483757423
2020-12-10,-0.0017192360248741835,0.00134308689615286
2020-12-11,-0.0034430803573935543,-0.00020516892287679661
2020-12-14,0.0064444852546874775,0.0028871642158737726
2020-12-15,0.005129239780599448,0.0002986271549646354
2020-12-16,0.006791305070089711,0.0011693020151487244
2020-12-17,0.0004247686441620253,0.001568621488779186
2020-12-18,-0.0025428915923387395,0.002190152755515177
2020-12-21,0.0029674798847048114,0.004818505188255473
2020-12-22,0.0008444367457845616,0.002255994265474011
2020-12-23,-0.00042422982971892896,0.003107814154535851
2020-12-24,0.0033762491153045177,0.0020520847394319658
2020-12-29,-0.005491681832917159,0.0012939298022353256
2020-12-30,-0.0033948730008590065,0.0016486625864151247
2020-12-31,-0.0008494651205274685,0.0004144447489024812
2021-01-04,0.002550450878123898,-0.000673145297661991
2021-01-05,0.008867338593276295,8.130293944923683e-05
2021-01-06,0.014198470075697951,-0.002371014943647089
2021-01-07,0.004137216532959662,-0.0035138581172381397
2021-01-08,-0.0012401905405019264,3.1012284254196536e-05
2021-01-11,-0.00041099832069233796,0.0018888326558807937
2021-01-12,-0.002279995884452444,0.0025693054741893133
2021-01-13,-0.000206031787312993,0.0013056420883573896
2021-01-14,-0.004572451456300024,-0.001586147937953916
2021-01-15,0.009948322362128672,-0.0013698118349666781
2021-01-18,-0.003099517438120836,-0.0028701715809441625
2021-01-19,0.006802217681195351,-0.0003545840383140761
2021-01-20,-0.004526931878309954,-0.0010051030477597985
2021-01-21,0.00206135364132616,0.0027972960986848146
2021-01-22,0.0028779586372022154,0.002831178965054019
2021-01-25,-0.005768329571208686,-0.0008547644875834854
2021-01-26,-0.01707709026536756,0.002876379200006544
2021-01-27,0.010031499823667267,0.0009218017017036024
2021-01-28,-0.019742840205187157,-0.0037786376798239697
2021-01-29,0.022649494935531582,4.4173564692653097e-05
2021-02-01,0.007029306645362112,-0.010476232344987818
2021-02-02,0.0012315045753518992,-0.006120808318547485
2021-02-03,0.012672514908351713,-0.0006527724403544862
2021-02-04,0.0004076912421017906,-0.005496952780005632
2021-02-05,0.005666216350302029,0.0020186722510405967
2021-02-08,0.0016159011361052385,-0.004105903193749073
2021-02-09,0.00040056399945947004,-0.003677808310762794
2021-02-10,0.001208730220129963,-0.0002263880313383049
2021-02-11,0.004816382585578939,-0.0025332247990061227
2021-02-12,0.00040197805581934225,0.002015393032679807
2021-02-16,-0.0032083820025332888,0.004460839056930626
2021-02-17,-0.005435840207056264,0.005831296827200886
2021-02-18,-0.0018198732718769234,0.0067304795856052025
2021-02-19,-0.006086230029960291,0.006573998340943627
2021-02-22,-0.0020370028689259564,0.005543803047748982
2021-02-23,0.004881047042599823,0.004779795755954521
2021-02-24,-0.018016231741961306,0.0038303899308957984
2021-02-25,0.009048688398040237,0.005103918292191529
2021-02-26,0.007752542578879743,-0.001391894147162682
2021-03-01,-0.006117565092146255,-0.0017087429805153127
2021-03-02,-0.007796205047455119,-0.0005330055066273165
2021-03-03,-0.013271384267259755,-0.0022399748508478124
2021-03-04,0.014094259422948145,0.0018482914203803301
2021-03-05,-0.0016464279925839608,-0.007632864892653503
2021-03-08,0.011071276698938278,-0.006656406102152308
2021-03-09,0.003258023988225393,-0.007561273620088845
2021-03-10,0.004865208910660722,-0.004381424818681683
2021-03-11,-0.000808555445180208,0.0005816989506401463
2021-03-12,0.004444996065658992,-0.0002617138852617526
2021-03-15,-0.004038625293011664,-0.000514211656154779
2021-03-16,0.0016158014391975206,-0.0005436678572923637
2021-03-17,-0.006078825677325476,-0.0011715451671701588
2021-03-18,0.0012195320447323285,0.0014444020855781834
2021-03-19,0.0032434921933956217,0.0018203181038262575
2021-03-22,-0.00813056939641421,0.0015131567460026862
2021-03-23,-0.00449546740026053,0.004738514327906094
2021-03-24,0.0012295217000173424,0.0036543403889585132
2021-03-25,0.011798699769190278,0.001945737078281808
2021-03-26,-0.004457186621327621,-0.0010885073840558326
2021-03-29,0.0028394214399932696,0.001015930648392374
2021-03-30,-0.0016244206749517843,0.0010954799822351746
2021-03-31,0.010901006860628884,0.0029900577237493577
2021-04-01,0.009191321493846832,-0.001375865475910305
2021-04-05,0.0015881861278617402,-0.004675759375550545
2021-04-06,0.0031727603002810697,-0.00030990855229860075
2021-04-07,0.0019773845614520992,0.00015054291726878657
2021-04-08,0.0011853411598287448,0.0016400705478023347
2021-04-09,-0.000988995543791856,0.0005935541835325998
2021-04-12,0.002169015321576621,0.00013605465792060475
2021-04-13,-0.0023653609376133792,0.0010061943370472753
2021-04-14,0.010217506949619464,0.0004366825503797525
2021-04-15,0.001953440403391151,-0.0006751765184683065
2021-04-16,-0.004888825161990235,0.002055331011093666
2021-04-19,-0.004125634365529034,0.0034796822167837585
2021-04-20,0.001177697444435476,0.002497406103401109
2021-04-21,-0.005123883870061289,0.0031483479802677165
2021-04-22,0.008266741926680794,0.0013857073284671583
2021-04-23,-0.0015682422519850872,-0.0020380065454984543
2021-04-26,-0.0011797521545215527,-0.0004936543833131191
2021-04-27,-0.0015725610945483673,0.0012440268634841853
2021-04-28,-0.0023674123571821456,0.000795378104926523
2021-04-29,-0.00713209953646678,0.0024621645371328805
2021-04-30,0.003968118301979769,-0.00035655490471040883
2021-05-03,-0.007154782149683085,-0.0025638799259429744
2021-05-04,0.0015965805673060704,-0.0012524009836377427
2021-05-05,-0.0015965805673060758,-0.001626643101290836
2021-05-06,0.007945733083099012,-0.001171571483196444
2021-05-07,-0.01194240122937577,-0.00045880344130857587
2021-05-10,-0.008442950641277484,8.684000103720876e-05
2021-05-11,-0.015466551000990572,-1.8763191670724956e-05
2021-05-12,0.011012559091957362,-0.00029761647480227053
2021-05-13,0.011295386866674181,-0.006540055569324667
2021-05-14,-0.0036189085319289853,-0.009508990079814997
2021-05-17,-0.002014841607323689,-0.0037171843249891438
2021-05-18,-0.0008062721183845488,-0.0019563842304220506
2021-05-19,0.006440022257637267,0.000489895772918863
2021-05-20,-0.0008017407376680823,-0.003324440901018194
2021-05-21,0.006399964567581325,-0.004696658888694487
2021-05-25,0.007154782149683043,-0.004345995644321919
2021-05-26,-0.000791577032040902,-0.0028264868723480393
2021-05-27,0.0031664827982187567,0.002478072918624719
2021-05-28,-0.0007896986001344472,0.001348900431699372
2021-05-31,0.0035507012169038593,0.003735738276407268
2021-06-01,-0.0015756614569408512,0.0026271587902257135
2021-06-02,0.0007881410670668322,0.002429325407094065
2021-06-03,0.0062867609199222015,0.0027068497150769615
2021-06-04,0.0015684507275635076,0.0022082624497348972
2021-06-07,0.002734035373619983,0.003995383624166883
2021-06-08,-0.0023452222983816945,0.0034872716684748394
2021-06-09,0.0015653862572079654,0.004835340036983387
2021-06-10,0.007389781948116172,0.0031559308968169826
2021-06-11,0.0003890488575021016,-0.0008012573915710413
2021-06-14,0.0019352896180878257,0.00010443706278634403
2021-06-15,-0.00038829651732260316,0.0005304066222016723
2021-06-16,0.0034777570146470216,0.0016768298162873475
2021-06-17,-0.007353596461685739,0.0023065759309917277
2021-06-18,0.006583084416419959,0.0009856037493741437
2021-06-21,0.0003834135353606013,-0.0008126182395509518
2021-06-22,-0.002314216185761646,0.00018409068788053295
2021-06-23,0.0011558586224224864,0.0008060795374019484
2021-06-24,0.0015454560732446284,0.00020140602364842252
2021-06-25,0.0011565697892679193,0.0022633869316766634
2021-06-28,0.0038430583912747707,0.0001401625615241541
2021-06-29,-0.0015377427216244108,0.00029095774715126544
2021-06-30,0.0019189506980619264,0.001329338375654418
2021-07-02,0.005162469221082739,0.0006688785433542096
