date,y_reg,pos,costs,r_strategy,r_bh,eq_strat,eq_bh
2023-02-28,-0.008030496303190594,1.0,0.0,-0.008030496303190594,-0.008030496303190594,0.9920016619923133,0.9920016619923133
2023-03-01,0.007095188362832202,1.0,0.0,0.007095188362832202,0.007095188362832202,0.9990651293237771,0.9990651293237771
2023-03-02,0.015987138501227786,1.0,0.0,0.015987138501227786,0.015987138501227786,1.015165679858731,1.015165679858731
2023-03-03,0.0030649799228903664,1.0,0.0,0.0030649799228903664,0.0030649799228903664,1.0182819154461413,1.0182819154461413
2023-03-06,-0.0060367503120479496,1.0,0.0,-0.0060367503120479496,-0.0060367503120479496,1.0121533187909006,1.0121533187909006
2023-03-07,0.004301081899390702,1.0,0.0,0.004301081899390702,0.004301081899390702,1.0165160486132754,1.0165160486132754
2023-03-08,-0.015446708114306849,1.0,0.0,-0.015446708114306849,-0.015446708114306849,1.0009348706762233,1.0009348706762233
2023-03-09,-0.013267366195317643,1.0,0.0,-0.013267366195317643,-0.013267366195317643,0.9877428066895194,0.9877428066895194
2023-03-10,-0.01057204053267857,1.0,0.0,-0.01057204053267857,-0.01057204053267857,0.9773553547314847,0.9773553547314847
2023-03-13,0.012148250599987576,1.0,0.0,0.012148250599987576,0.012148250599987576,0.9893009244832245,0.9893009244832245
2023-03-14,0.00031494410002608914,1.0,0.0,0.00031494410002608914,0.00031494410002608914,0.9896125480419656,0.9896125480419656
2023-03-15,0.014381239935652034,1.0,0.0,0.014381239935652034,0.014381239935652034,1.0039472317440536,1.0039472317440536
2023-03-16,-0.009982405863168507,1.0,0.0,-0.009982405863168507,-0.009982405863168507,0.9939752778643403,0.9939752778643403
2023-03-17,0.003338552918360945,1.0,0.0,0.003338552918360945,0.003338552918360945,0.9972992624909114,0.9972992624909114
2023-03-20,0.016630037749468977,1.0,0.0,0.016630037749468977,0.016630037749468977,1.014023060143347,1.014023060143347
2023-03-21,-0.015484979590733293,1.0,0.0,-0.015484979590733293,-0.015484979590733293,0.9984418822062952,0.9984418822062952
2023-03-22,0.0029087907482317,1.0,0.0,0.0029087907482317,0.0029087907482317,1.0013503687545446,1.0013503687545446
2023-03-23,0.0026934648004380717,1.0,0.0,0.0026934648004380717,0.0026934648004380717,1.0040511062636337,1.0040511062636337
2023-03-24,-0.004458507048628496,1.0,0.0,-0.004458507048628496,-0.004458507048628496,0.9995845019216789,0.9995845019216789
2023-03-27,-0.0055228609094009245,1.0,0.0,-0.0055228609094009245,-0.0055228609094009245,0.9940791523839204,0.9940791523839204
2023-03-28,0.011531996273071662,1.0,0.0,0.011531996273071662,0.011531996273071662,1.005609224057339,1.005609224057339
2023-03-29,0.003197032579208044,1.0,0.0,0.003197032579208044,0.003197032579208044,1.00882933416433,1.00882933416433
2023-03-30,0.013499898211666918,1.0,0.0,0.013499898211666918,0.013499898211666918,1.0225407707489356,1.0225407707489356
2023-03-31,-0.0033579273475556207,1.0,0.0,-0.0033579273475556207,-0.0033579273475556207,1.0191129116027842,1.0191129116027842
2023-04-03,-0.003573802752014219,1.0,0.0,-0.003573802752014219,-0.003573802752014219,1.015477303417472,1.015477303417472
2023-04-04,-0.0013306721857051726,1.0,0.0,-0.0013306721857051726,-0.0013306721857051726,1.0141269346629276,1.0141269346629276
2023-04-05,0.005006396152708515,1.0,0.0,0.005006396152708515,0.005006396152708515,1.0192167861223647,1.0192167861223647
2023-04-06,0.0024429979577032497,1.0,0.0,0.0024429979577032497,0.0024429979577032497,1.021709774592293,1.021709774592293
2023-04-10,-0.00203541694533583,1.0,0.0,-0.00203541694533583,-0.00203541694533583,1.019632284200686,1.019632284200686
2023-04-11,-0.006131227054936408,1.0,0.0,-0.006131227054936408,-0.006131227054936408,1.0133998130258652,1.0133998130258652
2023-04-12,0.005009979294635629,1.0,0.0,0.005009979294635629,0.005009979294635629,1.018489664485302,1.018489664485302
2023-04-13,0.0006117455329441094,1.0,0.0,0.0006117455329441094,0.0006117455329441094,1.0191129116027842,1.0191129116027842
2023-04-14,0.00467765750204802,1.0,0.0,0.00467765750204802,0.00467765750204802,1.02389113950348,1.02389113950348
2023-04-17,0.0015206044797301066,1.0,0.0,0.0015206044797301066,0.0015206044797301066,1.0254492572971852,1.0254492572971852
2023-04-18,0.004346294808727446,1.0,0.0,0.004346294808727446,0.004346294808727446,1.0299158616391402,1.0299158616391402
2023-04-19,-0.004042451184573774,1.0,0.0,-0.004042451184573774,-0.004042451184573774,1.0257608808559262,1.0257608808559262
2023-04-20,0.0049497550423690416,1.0,0.0,0.0049497550423690416,0.0049497550423690416,1.0308507323153633,1.0308507323153633
2023-04-21,0.0007051120916670115,1.0,0.0,0.0007051120916670115,0.0007051120916670115,1.0315778539524258,1.0315778539524258
2023-04-24,-0.007986697662930066,1.0,0.0,-0.007986697662930066,-0.007986697662930066,1.0233717669055784,1.0233717669055784
2023-04-25,-0.003253357891916892,1.0,0.0,-0.003253357891916892,-0.003253357891916892,1.0200477822790073,1.0200477822790073
2023-04-26,0.015259757480281182,1.0,0.0,0.015259757480281182,0.015259757480281182,1.0357328347356396,1.0357328347356396
2023-04-27,0.004902215810063007,1.0,0.0,0.004902215810063007,0.004902215810063007,1.0408226861950767,1.0408226861950767
2023-04-28,9.979541947290903e-05,1.0,0.0,9.979541947290903e-05,9.979541947290903e-05,1.040926560714657,1.040926560714657
2023-05-01,-0.006206226126689207,1.0,0.0,-0.006206226126689207,-0.006206226126689207,1.0344863405006754,1.0344863405006754
2023-05-02,-0.0072559020345066266,1.0,0.0,-0.0072559020345066266,-0.0072559020345066266,1.0270073750908906,1.0270073750908906
2023-05-03,-0.01364583292511798,1.0,0.0,-0.01364583292511798,-0.01364583292511798,1.013088189467124,1.013088189467124
2023-05-04,0.006438777418732244,1.0,0.0,0.006438777418732244,0.006438777418732244,1.0196322842006857,1.0196322842006857
2023-05-05,0.0013234921758821763,1.0,0.0,0.0013234921758821763,0.0013234921758821763,1.0209826529552304,1.0209826529552304
2023-05-08,-0.00458880119962109,1.0,0.0,-0.00458880119962109,-0.00458880119962109,1.0163082995741148,1.0163082995741148
2023-05-09,0.003978176307861409,1.0,0.0,0.003978176307861409,0.003978176307861409,1.0203594058377483,1.0203594058377483
2023-05-10,0.007303004361796464,1.0,0.0,0.007303004361796464,0.007303004361796464,1.0278383712475334,1.0278383712475334
2023-05-11,0.003127998110719989,1.0,0.0,0.003127998110719989,0.003127998110719989,1.031058481354524,1.031058481354524
2023-05-12,-0.003330140824163568,1.0,0.0,-0.003330140824163568,-0.003330140824163568,1.0276306222083726,1.0276306222083726
2023-05-15,-0.005371725276923522,1.0,0.0,-0.005371725276923522,-0.005371725276923522,1.022125272670614,1.022125272670614
2023-05-16,0.009205466857059474,1.0,0.0,0.009205466857059474,0.009205466857059474,1.0315778539524256,1.0315778539524256
2023-05-17,0.013601569826064792,1.0,0.0,0.013601569826064792,0.013601569826064792,1.045704788615353,1.045704788615353
2023-05-18,-0.0008944099975132794,1.0,0.0,-0.0008944099975132794,-0.0008944099975132794,1.0447699179391299,1.0447699179391299
2023-05-19,-0.010494324485846545,1.0,0.0,-0.010494324485846545,-0.010494324485846545,1.0338630933831934,1.0338630933831934
2023-05-23,-0.0009046590555165967,1.0,0.0,-0.0009046590555165967,-0.0009046590555165967,1.03292822270697,1.03292822270697
2023-05-24,0.01139898354136299,1.0,0.0,0.01139898354136299,0.01139898354136299,1.0447699179391297,1.0447699179391297
2023-05-25,0.011073872310695638,1.0,0.0,0.011073872310695638,0.011073872310695638,1.0564038641321285,1.0564038641321285
2023-05-26,0.002749412572495346,1.0,0.0,0.002749412572495346,0.002749412572495346,1.0593123506803783,1.0593123506803783
2023-05-29,-0.0032411755526539844,1.0,0.0,-0.0032411755526539844,-0.0032411755526539844,1.055884491534227,1.055884491534227
2023-05-30,-0.0072074163014986415,1.0,0.0,-0.0072074163014986415,-0.0072074163014986415,1.0483016516048616,1.0483016516048616
2023-05-31,-0.0003964321161929658,1.0,0.0,-0.0003964321161929658,-0.0003964321161929658,1.04788615352654,1.04788615352654
2023-06-01,0.012999986112940114,1.0,0.0,0.012999986112940114,0.012999986112940114,1.061597590111146,1.061597590111146
2023-06-02,0.00029349899931858107,1.0,0.0,0.00029349899931858107,0.00029349899931858107,1.061909213669887,1.061909213669887
2023-06-05,-0.0011745132014761037,1.0,0.0,-0.0011745132014761037,-0.0011745132014761037,1.0606627194349227,1.0606627194349227
2023-06-06,-0.0059918650856045546,1.0,0.0,-0.0059918650856045546,-0.0059918650856045546,1.0543263737405217,1.0543263737405217
2023-06-07,0.004325606430053655,1.0,0.0,0.004325606430053655,0.004325606430053655,1.058896852602057,1.058896852602057
2023-06-08,0.0008824827753181223,1.0,0.0,0.0008824827753181223,0.0008824827753181223,1.0598317232782801,1.0598317232782801
2023-06-09,0.010820400935599076,1.0,0.0,0.010820400935599076,0.010820400935599076,1.0713617949516985,1.0713617949516985
2023-06-12,0.0028077667668993844,1.0,0.0,0.0028077667668993844,0.0028077667668993844,1.0743741560195286,1.0743741560195286
2023-06-13,0.0025106231804743386,1.0,0.0,0.0025106231804743386,0.0025106231804743386,1.0770748935286174,1.0770748935286174
2023-06-14,0.003081369794854974,1.0,0.0,0.003081369794854974,0.003081369794854974,1.0803988781551885,1.0803988781551885
2023-06-15,-0.004046248295031073,1.0,0.0,-0.004046248295031073,-0.004046248295031073,1.076036148332814,1.076036148332814
2023-06-16,9.65297553719838e-05,1.0,0.0,9.65297553719838e-05,9.65297553719838e-05,1.0761400228523943,1.0761400228523943
2023-06-19,-0.0026095795991190607,1.0,0.0,-0.0026095795991190607,-0.0026095795991190607,1.073335410823725,1.073335410823725
2023-06-20,-0.01089822988527869,1.0,0.0,-0.01089822988527869,-0.01089822988527869,1.0617014646307261,1.0617014646307261
2023-06-21,0.0034184728313750535,1.0,0.0,0.0034184728313750535,0.0034184728313750535,1.0653370728160383,1.0653370728160383
2023-06-22,-0.005279120677579519,1.0,0.0,-0.005279120677579519,-0.005279120677579519,1.0597278487586994,1.0597278487586994
2023-06-23,-0.006687672447016735,1.0,0.0,-0.006687672447016735,-0.006687672447016735,1.0526643814272358,1.0526643814272358
2023-06-26,0.01303876126310976,1.0,0.0,0.01303876126310976,0.01303876126310976,1.0664796925314222,1.0664796925314222
2023-06-27,0.004955074505630424,1.0,0.0,0.004955074505630424,0.004955074505630424,1.0717772930300198,1.0717772930300198
2023-06-28,0.0006781960246381171,1.0,0.0,0.0006781960246381171,0.0006781960246381171,1.0725044146670821,1.0725044146670821
2023-06-29,0.012033839563723463,1.0,0.0,0.012033839563723463,0.012033839563723463,1.0854887296146254,1.0854887296146254
2023-06-30,-0.0013406111363380322,1.0,0.0,-0.0013406111363380322,-0.0013406111363380322,1.0840344863405005,1.0840344863405005
2023-07-04,0.0039210110963458136,1.0,0.0,0.0039210110963458136,0.0039210110963458136,1.0882933416432947,1.0882933416432947
2023-07-05,-0.0015283220092040493,1.0,0.0,-0.0015283220092040493,-0.0015283220092040493,1.086631349330009,1.086631349330009
2023-07-06,-0.009508787969027188,1.0,0.0,-0.009508787969027188,-0.009508787969027188,1.0763477718915548,1.0763477718915548
2023-07-07,0.0017356093451459686,1.0,0.0,0.0017356093451459686,0.0017356093451459686,1.078217513244001,1.078217513244001
2023-07-10,0.0037501846923041465,1.0,0.0,0.0037501846923041465,0.0037501846923041465,1.0822686195076345,1.0822686195076345
2023-07-11,0.00325795612052353,1.0,0.0,0.00325795612052353,0.00325795612052353,1.0858003531733664,1.0858003531733664
2023-07-12,0.00324737630169806,1.0,0.0,0.00324737630169806,0.00324737630169806,1.0893320868390983,1.0893320868390983
2023-07-13,0.006652752155289548,1.0,0.0,0.006652752155289548,0.006652752155289548,1.0966033032097224,1.0966033032097224
2023-07-14,0.00217627942259567,1.0,0.0,0.00217627942259567,0.00217627942259567,1.0989924171600707,1.0989924171600707
2023-07-17,0.006124871915289583,1.0,0.0,0.006124871915289583,0.006124871915289583,1.1057442609327932,1.1057442609327932
2023-07-18,0.002158307974325183,1.0,0.0,0.002158307974325183,0.002158307974325183,1.1081333748831415,1.1081333748831415
2023-07-19,-0.006394605201746483,1.0,0.0,-0.006394605201746483,-0.006394605201746483,1.1010699075516777,1.1010699075516777
