mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ridge__alpha,params,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.0008915901184082031,0.0001527519089607069,0.0005529403686523437,4.7620349742652545e-05,0.01,{'ridge__alpha': 0.01},-0.008528185169559397,-0.008868049805596814,-0.014599775103898458,-0.010125953242884851,-0.009574935907105854,-0.010339379845809075,0.002201187472611661,7,-0.006625474191447433,-0.00620508014643261,-0.008617818826275169,-0.007754562023702139,-0.006386472330817472,-0.007117881503734965,0.0009236671168088482,7,-0.08225798925561323,-0.06475198450272668,0.015485170792524539,-0.05273062940706974,-0.017666998056802496,-0.04038448608593752,0.03503454102388093,7
0.000836181640625,0.00017734005356843596,0.0005489826202392578,5.0056001974811275e-05,0.1,{'ridge__alpha': 0.1},-0.008523609784562349,-0.00886324860313216,-0.014599777348313716,-0.010125353089616228,-0.009575169054588748,-0.010337431576042642,0.0022025792992436495,6,-0.006620828626223406,-0.006199613081827948,-0.008617465437321713,-0.007754509336910957,-0.0063867909988953395,-0.007115841496235872,0.0009250727482391495,6,-0.08109703447837457,-0.06359937347551381,0.015484868094673754,-0.05260584490726927,-0.017716558573972696,-0.03990678866809132,0.03458289434008719,6
0.0008320808410644531,0.0001451841906279378,0.0005269527435302734,2.5062952953043873e-05,1.0,{'ridge__alpha': 1.0},-0.008504938782930887,-0.008828574010777657,-0.014599749621402421,-0.010120849877062651,-0.009577566395072588,-0.010326335737449241,0.0022102363333488468,5,-0.006596132515751596,-0.006158187031711375,-0.008614270621698089,-0.007754556302966209,-0.006389739014175537,-0.007102577097260561,0.0009345363598323011,5,-0.07636592708092182,-0.055293675178317736,0.015488607540441679,-0.05166976816203883,-0.01822623490902764,-0.03721339955797287,0.03227016375777176,5
0.0007725715637207031,0.00014876269340142169,0.0004940986633300781,2.3081381327468667e-05,5.0,{'ridge__alpha': 5.0},-0.008487482462941981,-0.008774315644669283,-0.014599567426390894,-0.010114022151625206,-0.009587340883432507,-0.010312545713811974,0.0022199502890904114,4,-0.006565546978786158,-0.006094936958398532,-0.008606362718434266,-0.007761699519891583,-0.006400465677657091,-0.007085802370633526,0.0009477454350540378,4,-0.07195199630688154,-0.04236235427554491,0.015513179461182913,-0.05025129235077097,-0.020305618900169797,-0.03387161647443686,0.029709917866571133,4
0.0007670879364013672,0.00014366974594241173,0.0005286693572998047,5.8391158409701715e-05,10.0,{'ridge__alpha': 10.0},-0.008473617192236117,-0.008753036223065105,-0.014599667207708321,-0.010112024077352134,-0.009596021443086774,-0.01030687322868969,0.002224706440607941,3,-0.006547889205709528,-0.006074519961478256,-0.008601097090617566,-0.007769289321124625,-0.006408962414052667,-0.007080351598596528,0.0009521847463821245,3,-0.06845254530893596,-0.03731262220773979,0.015499722387454229,-0.04983636883694498,-0.02215406331578329,-0.03245117545638996,0.02838061439476715,3
0.000828409194946289,0.00010339294308714596,0.0006387710571289062,0.0001529161379685102,50.0,{'ridge__alpha': 50.0},-0.008419914004910944,-0.00870941136607792,-0.014602699252819975,-0.010102380280259119,-0.009615899418912237,-0.01029006086459604,0.0022398423890140967,2,-0.006485530081326095,-0.006033474079173177,-0.008586657471068775,-0.007781321746076953,-0.006426096497804871,-0.0070626159750899736,0.0009629702677020786,2,-0.0549524119740461,-0.026998522085068366,0.01509075974771834,-0.04783487417271437,-0.026393194798079334,-0.028217648656437964,0.02441317777997968,2
0.0007716178894042969,0.00010274757584838666,0.000576639175415039,3.791248253194346e-05,100.0,{'ridge__alpha': 100.0},-0.008385931289896474,-0.008689550795255937,-0.014606680220693087,-0.010089281750373765,-0.009615954482135572,-0.010277479707670966,0.0022500882127050154,1,-0.006452345402025255,-0.006015509642868955,-0.00858073864148132,-0.007779112773663782,-0.006424497198610523,-0.007050440731729968,0.000968852963668382,1,-0.0464540349893483,-0.022320015110290692,0.014553677331708426,-0.04511943519680184,-0.026404949638072273,-0.025148951520560937,0.022084410565557766,1
